listing_id,source,collected_at,location_query,author_type,room_segment,rooms_count,total_meters,log_total_meters,floor,floors_count,floor_ratio,is_first_floor,is_last_floor,district,underground,residential_complex,lat,lon,geo_precision,distance_to_center_km,distance_to_metro_km,distance_to_metro_route_km,duration_to_metro_route_min,metro_route_provider,metro_known,price,log_price,target_price_per_sqm,log_target_price_per_sqm,district_ads_count,district_median_price,district_median_price_per_sqm,district_p25_price_per_sqm,district_p75_price_per_sqm,district_rooms_ads_count,district_rooms_median_price,district_rooms_median_price_per_sqm,district_rooms_p25_price_per_sqm,district_rooms_p75_price_per_sqm,underground_ads_count,underground_median_price,underground_median_price_per_sqm,underground_p25_price_per_sqm,underground_p75_price_per_sqm,rooms_ads_count,rooms_median_price,rooms_median_price_per_sqm,rooms_p25_price_per_sqm,rooms_p75_price_per_sqm
330013949,cian,2026-05-31T10:25:45.229890+00:00,Санкт-Петербург,real_estate_agent,studio,0,12.7,2.617395832834079,1.0,8.0,0.125,True,False,Центральный,Чернышевская,unknown,59.9492195,30.3671077,house,3.1795013702003248,0.6592166576375973,0.8911,10.693333333333332,openrouteservice:foot-walking,True,2300000.0,14.648420115681892,181102.36220472443,12.10682320915872,182,38435977.0,478277.65859638364,328593.67783375044,625000.0,23,10000000.0,414937.75933609955,302112.1351766513,478277.65859638364,52,41850000.0,401793.5546188971,292220.1603223003,592119.058392469,423,7800000.0,318181.8181818182,256252.75590551182,411670.42067508626
327797968,cian,2026-05-31T10:25:45.229890+00:00,Санкт-Петербург,developer,studio,0,21.0,3.091042453358316,6.0,23.0,0.2608695652173913,False,False,Красногвардейский,Академическая,Зеркальный ручей,59.9782843,30.4865836,district,10.567148826346545,6.182798259177565,7.7506,93.005,openrouteservice:foot-walking,True,4770360.0,15.377932541342554,227160.0,12.333414296165163,133,10600000.0,236008.01282051284,201072.38605898124,365940.0,33,7677594.0,240000.0,213120.0,345327.1028037383,16,9300000.0,232906.96970155806,210735.0,281795.89958775026,423,7800000.0,318181.8181818182,256252.75590551182,411670.42067508626
329176481,cian,2026-05-31T10:25:45.229890+00:00,Санкт-Петербург,real_estate_agent,studio,0,16.31,2.851284369188118,2.0,6.0,0.3333333333333333,False,False,Центральный,Площадь Восстания,unknown,59.8060256,30.3864985,house,15.285372718123888,14.041196025329898,15.4963,185.95166666666668,openrouteservice:foot-walking,True,4650000.0,15.35237799261728,285101.1649294911,12.560602868451348,182,38435977.0,478277.65859638364,328593.67783375044,625000.0,23,10000000.0,414937.75933609955,302112.1351766513,478277.65859638364,15,33000000.0,419313.85006353236,286717.24913141225,494081.3325330132,423,7800000.0,318181.8181818182,256252.75590551182,411670.42067508626
328020578,cian,2026-05-31T10:25:45.229890+00:00,Санкт-Петербург,developer,studio,0,28.85,3.396184839838611,2.0,10.0,0.2,False,False,Василеостровский,Горный институт,Легенда Васильевского ЖК,59.8637294,30.258942,house,8.875259754562878,7.627652346793679,11.3206,135.845,openrouteservice:foot-walking,True,16638372.0,16.6272222121346,576720.0,13.265113893020638,289,23500000.0,419400.0,342119.2052980133,490082.9878665318,59,11641101.0,431820.0099552016,368198.9674344718,497352.38574549387,84,30463360.0,481679.5098607889,421454.12757973734,545945.4996034893,423,7800000.0,318181.8181818182,256252.75590551182,411670.42067508626
327702683,cian,2026-05-31T10:25:45.229890+00:00,Санкт-Петербург,real_estate_agent,studio,0,23.3,3.190476350346503,,,,False,False,Московский,Московские ворота,unknown,59.8894346,30.3153544,house,5.467397738054688,0.3657502553996092,0.9056,10.866666666666667,openrouteservice:foot-walking,True,9082992.0,16.021914321813572,389827.982832618,12.873463416376762,183,12500000.0,308848.0801335559,241684.9593495935,366302.5488814459,53,7800000.0,331683.1683168317,289522.0588235294,366220.79069767444,18,10821919.5,382913.9647577093,349163.71063991875,409051.605573543,423,7800000.0,318181.8181818182,256252.75590551182,411670.42067508626
329281291,cian,2026-05-31T10:25:45.229890+00:00,Санкт-Петербург,homeowner,studio,0,23.3,3.190476350346503,2.0,9.0,0.2222222222222222,False,False,Петродворцовый,unknown,Ломоносов,59.8977597,29.7645404,house,30.96442887866634,,,,,False,4200000.0,15.250595321348806,180257.5107296137,12.1021472702856,22,7639500.0,175420.11606479826,158591.8825008009,210973.2163087955,5,4570500.0,180257.5107296137,166235.95505617978,225732.21757322177,62,16725000.0,284839.9949083503,173062.84818791598,455000.0,423,7800000.0,318181.8181818182,256252.75590551182,411670.42067508626
329830894,cian,2026-05-31T10:25:45.229890+00:00,Санкт-Петербург,developer,studio,0,20.49,3.067587710654419,5.0,13.0,0.3846153846153846,False,False,Невский,Улица Дыбенко,Цивилизация на Неве,59.8707938,30.4660326,district,11.340717509043232,4.129382251994138,4.9973,59.96666666666667,openrouteservice:foot-walking,True,6804729.0,15.73312851657226,332100.0,12.713194418501526,159,10038600.0,242440.76673866092,205789.27773641102,312762.5476603119,49,6387734.0,291330.0,232258.06451612903,337786.25954198476,52,11203412.0,233763.38366187527,197461.79781391047,317767.499463289,423,7800000.0,318181.8181818182,256252.75590551182,411670.42067508626
327702738,cian,2026-05-31T10:25:45.229890+00:00,Санкт-Петербург,real_estate_agent,studio,0,25.2,3.265759410767051,3.0,4.0,0.75,False,False,Московский,Московские ворота,unknown,59.8894346,30.3153544,house,5.467397738054688,0.3657502553996092,0.9056,10.866666666666667,openrouteservice:foot-walking,True,10014532.0,16.119547895939924,397402.0634920635,12.892706317907743,183,12500000.0,308848.0801335559,241684.9593495935,366302.5488814459,53,7800000.0,331683.1683168317,289522.0588235294,366220.79069767444,18,10821919.5,382913.9647577093,349163.71063991875,409051.605573543,423,7800000.0,318181.8181818182,256252.75590551182,411670.42067508626
327702696,cian,2026-05-31T10:25:45.229890+00:00,Санкт-Петербург,real_estate_agent,studio,0,22.7,3.1654750481410856,,,,False,False,Московский,Московские ворота,unknown,59.8894346,30.3153544,house,5.467397738054688,0.3657502553996092,0.9056,10.866666666666667,openrouteservice:foot-walking,True,8849094.0,15.995825751868209,389827.92951541854,12.87346327960601,183,12500000.0,308848.0801335559,241684.9593495935,366302.5488814459,53,7800000.0,331683.1683168317,289522.0588235294,366220.79069767444,18,10821919.5,382913.9647577093,349163.71063991875,409051.605573543,423,7800000.0,318181.8181818182,256252.75590551182,411670.42067508626
330404127,cian,2026-05-31T10:25:45.229890+00:00,Санкт-Петербург,developer,studio,0,26.5,3.3141860046725258,1.0,4.0,0.25,True,False,Пушкинский,Купчино,Пулково Лейк,59.8254678,30.3225137,house,12.588500363753608,3.3384227537314537,4.42,53.03833333333333,openrouteservice:foot-walking,True,6923655.0,15.750454511779443,261270.0,12.473313461805756,123,9729628.0,209580.8383233533,179427.81020045676,248927.73408239702,21,5850000.0,246952.19838199086,212121.2121212121,264060.0,85,9740000.0,216666.66666666666,190597.19186785258,252707.58122743684,423,7800000.0,318181.8181818182,256252.75590551182,411670.42067508626
327702689,cian,2026-05-31T10:25:45.229890+00:00,Санкт-Петербург,real_estate_agent,studio,0,18.8,2.9856819377004897,3.0,4.0,0.75,False,False,Московский,Московские ворота,unknown,59.8894346,30.3153544,house,5.467397738054688,0.3657502553996092,0.9056,10.866666666666667,openrouteservice:foot-walking,True,7471159.0,15.826560832871031,397402.0744680851,12.892706345527111,183,12500000.0,308848.0801335559,241684.9593495935,366302.5488814459,53,7800000.0,331683.1683168317,289522.0588235294,366220.79069767444,18,10821919.5,382913.9647577093,349163.71063991875,409051.605573543,423,7800000.0,318181.8181818182,256252.75590551182,411670.42067508626
327702700,cian,2026-05-31T10:25:45.229890+00:00,Санкт-Петербург,real_estate_agent,studio,0,21.5,3.1135153092103742,4.0,4.0,1.0,False,True,Московский,Московские ворота,unknown,59.8894346,30.3153544,house,5.467397738054688,0.3657502553996092,0.9056,10.866666666666667,openrouteservice:foot-walking,True,7873747.0,15.87904474590967,366220.79069767444,12.810994414361197,183,12500000.0,308848.0801335559,241684.9593495935,366302.5488814459,53,7800000.0,331683.1683168317,289522.0588235294,366220.79069767444,18,10821919.5,382913.9647577093,349163.71063991875,409051.605573543,423,7800000.0,318181.8181818182,256252.75590551182,411670.42067508626
327096143,cian,2026-05-31T10:25:45.229890+00:00,Санкт-Петербург,developer,studio,0,20.72,3.078233495065734,5.0,8.0,0.625,False,False,Петроградский,Спортивная,17/33 Петровский остров,59.9605926,30.2709779,street,3.4272096094598496,1.5864436244173408,1.7847,21.416666666666668,openrouteservice:foot-walking,True,15921248.0,16.583165190076965,768400.0,13.55206701128121,268,57220879.5,631778.6817151873,483323.099594744,801809.4247533313,21,18329795.0,711600.0,546428.5714285715,771800.0,66,41751951.0,682328.2918149466,436283.2928311057,817687.5143914474,423,7800000.0,318181.8181818182,256252.75590551182,411670.42067508626
330521052,cian,2026-05-31T10:25:45.229890+00:00,Санкт-Петербург,homeowner,studio,0,21.9,3.131136910560194,3.0,24.0,0.125,False,False,Красносельский,Юго-Западная,Морская миля,59.8634742,30.2386437,house,9.353497309368858,0.5188537898508321,0.6464,7.756666666666666,openrouteservice:foot-walking,True,6800000.0,15.732433317205148,310502.28310502286,12.64594975390693,87,9461000.0,246254.45897740783,199146.64273482788,290797.2813822866,28,6500000.0,261449.8515599229,230277.02499247214,308625.5707762557,96,9644350.0,236187.87474457576,201570.5074442118,275950.8348794063,423,7800000.0,318181.8181818182,256252.75590551182,411670.42067508626
329112060,cian,2026-05-31T10:25:45.229890+00:00,Санкт-Петербург,developer,studio,0,29.0,3.4011973816621555,4.0,14.0,0.2857142857142857,False,False,Красногвардейский,Новочеркасская,Магнифика ЖК,59.9782843,30.4865836,district,10.567148826346545,6.925893961377273,8.517100000000001,102.20333333333332,openrouteservice:foot-walking,True,15952320.0,16.5851148938499,550080.0,13.217820819092363,133,10600000.0,236008.01282051284,201072.38605898124,365940.0,33,7677594.0,240000.0,213120.0,345327.1028037383,49,19529118.0,394560.0,325281.6020025031,488069.99999999994,423,7800000.0,318181.8181818182,256252.75590551182,411670.42067508626
330477160,cian,2026-05-31T10:25:45.229890+00:00,Санкт-Петербург,real_estate_agent,studio,0,23.73,3.208017081533325,14.0,24.0,0.5833333333333334,False,False,Невский,Улица Дыбенко,Апарт-комплекс Зум на Неве,59.9022156,30.4443146,house,8.308584714865061,2.2422297668505173,2.5647,30.776666666666664,openrouteservice:foot-walking,True,4500000.0,15.319588176962746,189633.37547408344,12.152853157612306,159,10038600.0,242440.76673866092,205789.27773641102,312762.5476603119,49,6387734.0,291330.0,232258.06451612903,337786.25954198476,52,11203412.0,233763.38366187527,197461.79781391047,317767.499463289,423,7800000.0,318181.8181818182,256252.75590551182,411670.42067508626
315057031,cian,2026-05-31T10:25:45.229890+00:00,Санкт-Петербург,developer,studio,0,20.1,3.0492730404820207,17.0,22.0,0.7727272727272727,False,False,Невский,Улица Дыбенко,Дыбенко Парк,59.8707938,30.4660326,district,11.340717509043232,4.129382251994138,4.9973,59.96666666666667,openrouteservice:foot-walking,True,6816312.0,15.734829267798435,339120.0,12.734112254830853,159,10038600.0,242440.76673866092,205789.27773641102,312762.5476603119,49,6387734.0,291330.0,232258.06451612903,337786.25954198476,52,11203412.0,233763.38366187527,197461.79781391047,317767.499463289,423,7800000.0,318181.8181818182,256252.75590551182,411670.42067508626
329240469,cian,2026-05-31T10:25:45.229890+00:00,Санкт-Петербург,real_estate_agent,studio,0,26.7,3.3214324131932926,2.0,4.0,0.5,False,False,Петродворцовый,unknown,unknown,59.9146541,29.7730696,house,30.26392814834557,,,,,False,4438500.0,15.305827264791828,166235.95505617978,12.021169489612006,22,7639500.0,175420.11606479826,158591.8825008009,210973.2163087955,5,4570500.0,180257.5107296137,166235.95505617978,225732.21757322177,62,16725000.0,284839.9949083503,173062.84818791598,455000.0,423,7800000.0,318181.8181818182,256252.75590551182,411670.42067508626
324372987,cian,2026-05-31T10:25:45.229890+00:00,Санкт-Петербург,realtor,studio,0,18.7,2.9806186357439426,3.0,3.0,1.0,False,True,Кировский,Нарвская,unknown,59.8983984,30.2853571,house,4.748597183070509,0.7843596803080347,0.9757,11.708333333333334,openrouteservice:foot-walking,True,4000000.0,15.201805169084134,213903.74331550804,12.273286070212697,50,10650000.0,208572.93276798504,183346.24467407196,232239.84210293597,6,5565553.5,230457.00238769013,217150.63822593063,252728.77802426656,13,14800000.0,234620.93862815885,200000.0,311881.1881188119,423,7800000.0,318181.8181818182,256252.75590551182,411670.42067508626
304120339,cian,2026-05-31T10:25:45.229890+00:00,Санкт-Петербург,developer,studio,0,23.02,3.1788868166518376,7.0,10.0,0.7,False,False,Центральный,Площадь Александра Невского,Новгородская 8 ЖК,59.9358259,30.3546003,district,2.276980510081779,2.0878503077039845,2.3853,28.62333333333333,openrouteservice:foot-walking,True,16994146.0,16.648379548620017,738233.9704604691,13.512017441065673,182,38435977.0,478277.65859638364,328593.67783375044,625000.0,23,10000000.0,414937.75933609955,302112.1351766513,478277.65859638364,56,41610726.0,614970.2472703918,518685.95798769064,665992.6470588235,423,7800000.0,318181.8181818182,256252.75590551182,411670.42067508626
329874316,cian,2026-05-31T10:25:45.229890+00:00,Санкт-Петербург,real_estate_agent,studio,0,26.27,3.305787196857497,13.0,18.0,0.7222222222222222,False,False,Фрунзенский,Бухарестская,Комплекс апартаментов Valo City,59.8849503,30.368332,house,6.687894348647019,0.1910688018789574,0.2216,2.658333333333333,openrouteservice:foot-walking,True,5299999.0,15.483217378522353,201751.0087552341,12.214794542738064,80,15745000.0,289993.4843624699,210152.35306874866,399566.74472295516,12,9141527.5,311587.6029004052,238966.73473467756,416758.0798479087,8,8248801.5,286545.1388888889,238966.73473467756,348624.6182485448,423,7800000.0,318181.8181818182,256252.75590551182,411670.42067508626
323016337,cian,2026-05-31T10:25:45.229890+00:00,Санкт-Петербург,developer,studio,0,19.13,3.0022112396517,9.0,22.0,0.4090909090909091,False,False,Василеостровский,Приморская,Новая Земля ЖК,59.9592183,30.2196308,street,5.738265656122821,1.351573980586542,1.8433,22.11833333333333,openrouteservice:foot-walking,True,8133311.0,15.911478778641062,425160.0104547831,12.960223224290623,289,23500000.0,419400.0,342119.2052980133,490082.9878665318,59,11641101.0,431820.0099552016,368198.9674344718,497352.38574549387,138,21446500.0,385156.11746426974,330969.7478991597,450216.07882538816,423,7800000.0,318181.8181818182,256252.75590551182,411670.42067508626
329562364,cian,2026-05-31T10:25:45.229890+00:00,Санкт-Петербург,real_estate_agent,studio,0,26.2,3.3032169733019514,19.0,19.0,1.0,False,True,Василеостровский,Приморская,unknown,59.9371868,30.2038035,house,6.1457321917794525,1.9450456136783536,2.6659,31.99,openrouteservice:foot-walking,True,6800000.0,15.732433317205148,259541.98473282444,12.466677612313038,289,23500000.0,419400.0,342119.2052980133,490082.9878665318,59,11641101.0,431820.0099552016,368198.9674344718,497352.38574549387,138,21446500.0,385156.11746426974,330969.7478991597,450216.07882538816,423,7800000.0,318181.8181818182,256252.75590551182,411670.42067508626
330461231,cian,2026-05-31T10:25:45.229890+00:00,Санкт-Петербург,realtor,studio,0,23.6,3.202746442938317,2.0,14.0,0.1428571428571428,False,False,Пушкинский,Купчино,Алексеевский квартал,59.807946,30.3622795,house,14.774823518967542,2.5695490111004933,3.5681,42.81666666666667,openrouteservice:foot-walking,True,4500000.0,15.319588176962746,190677.9661016949,12.158346487139676,123,9729628.0,209580.8383233533,179427.81020045676,248927.73408239702,21,5850000.0,246952.19838199086,212121.2121212121,264060.0,85,9740000.0,216666.66666666666,190597.19186785258,252707.58122743684,423,7800000.0,318181.8181818182,256252.75590551182,411670.42067508626
326661695,cian,2026-05-31T10:25:45.229890+00:00,Санкт-Петербург,developer,studio,0,21.14,3.0973859272804907,3.0,17.0,0.1764705882352941,False,False,Василеостровский,Приморская,Бульвар Грина,59.9592183,30.2196308,street,5.738265656122821,1.351573980586542,1.8433,22.11833333333333,openrouteservice:foot-walking,True,9326968.0,16.048420654019548,441200.0,12.9972558329047,289,23500000.0,419400.0,342119.2052980133,490082.9878665318,59,11641101.0,431820.0099552016,368198.9674344718,497352.38574549387,138,21446500.0,385156.11746426974,330969.7478991597,450216.07882538816,423,7800000.0,318181.8181818182,256252.75590551182,411670.42067508626
328371729,cian,2026-05-31T10:25:45.229890+00:00,Санкт-Петербург,real_estate_agent,studio,0,30.6,3.4531571205928664,3.0,4.0,0.75,False,False,Адмиралтейский,Садовая,unknown,59.9311441,30.3220423,house,0.9397307619387896,0.3541366689753858,0.5169,6.203333333333333,openrouteservice:foot-walking,True,13530402.0,16.42044978536488,442170.0,12.999451964069959,112,21157495.5,415390.36057552614,275330.55738183943,488808.1866412686,27,12200000.0,460980.0,345959.595959596,603862.9844186975,23,21750000.0,344444.44444444444,240530.4792926943,477660.00625880144,423,7800000.0,318181.8181818182,256252.75590551182,411670.42067508626
329017682,cian,2026-05-31T10:25:45.229890+00:00,Санкт-Петербург,real_estate_agent,studio,0,25.1,3.261935314328648,1.0,25.0,0.04,True,False,Приморский,Комендантский проспект,Чистое небо,60.0409601,30.2165107,house,12.609724333032355,4.368582450187122,4.9787,59.74333333333333,openrouteservice:foot-walking,True,6890000.0,15.745581788127712,274501.9920318725,12.52271743980628,212,13982500.0,283986.19599578506,245021.9976878808,327688.6321890872,43,7100000.0,292089.2494929006,272544.0938795587,323116.53025627264,88,11500000.0,274501.9920318725,248938.8173302108,308647.1807885127,423,7800000.0,318181.8181818182,256252.75590551182,411670.42067508626
329649871,cian,2026-05-31T10:25:45.229890+00:00,Санкт-Петербург,developer,studio,0,26.24,3.3046864812813115,2.0,20.0,0.1,False,False,Красносельский,Юго-Западная,Огни Залива,59.8625229,30.1548626,house,12.264267661833848,4.423417720982651,5.0718000000000005,60.86,openrouteservice:foot-walking,True,9200000.0,16.034714150714915,350609.756097561,12.767431930113226,87,9461000.0,246254.45897740783,199146.64273482788,290797.2813822866,28,6500000.0,261449.8515599229,230277.02499247214,308625.5707762557,96,9644350.0,236187.87474457576,201570.5074442118,275950.8348794063,423,7800000.0,318181.8181818182,256252.75590551182,411670.42067508626
329240464,cian,2026-05-31T10:25:45.229890+00:00,Санкт-Петербург,real_estate_agent,studio,0,27.7,3.3568971227655755,1.0,4.0,0.25,True,False,Петродворцовый,unknown,unknown,59.9146541,29.7730696,house,30.26392814834557,,,,,False,4570500.0,15.33513338487043,165000.0,12.013706813470414,22,7639500.0,175420.11606479826,158591.8825008009,210973.2163087955,5,4570500.0,180257.5107296137,166235.95505617978,225732.21757322177,62,16725000.0,284839.9949083503,173062.84818791598,455000.0,423,7800000.0,318181.8181818182,256252.75590551182,411670.42067508626
327163175,cian,2026-05-31T10:25:45.229890+00:00,Санкт-Петербург,real_estate_agent,studio,0,21.4,3.109060958860994,1.0,3.0,0.3333333333333333,True,False,Василеостровский,Василеостровская,unknown,59.9392754,30.2438761,district,3.9122015596226105,2.100112668540487,2.5479000000000003,30.57333333333333,openrouteservice:foot-walking,True,4200000.0,15.250595321348806,196261.68224299068,12.187209256450906,289,23500000.0,419400.0,342119.2052980133,490082.9878665318,59,11641101.0,431820.0099552016,368198.9674344718,497352.38574549387,62,21231530.0,403335.0703977662,266989.2648873235,460602.50185833685,423,7800000.0,318181.8181818182,256252.75590551182,411670.42067508626
